,Text,Emotions
377,"Rihanna Fauci The NHS snow
CLOSED Covid England Trump Elon #TheWhiteLotus #WorldCup2022 #bbtvi #PakvsEng2022 Christmas

Such a waste of somebody god wanted 2 use
#KanyeWest I knew god went 2
the 17 of us where picked
THEY found some of us
MIND CONTROL cloned 
Destroy us 🌟","['desire', 'excitement', 'joy']"
378,Proud to be 🥉🇭🇷♥️ #FIFAWorldCup #WorldCup2022 #Qatar2022 #Croatia #المغرب_كرواتيا https://t.co/MCNxGt7r3S,"['excitement', 'joy', 'pride']"
379,well done Croatia! Amazing form in world cups for such a small population! #WorldCup2022 https://t.co/C6bK4tY3cK,['admiration']
380,"@jakobplaschke Not enough. This #WorldCup2022, and since the #UkraineRussiaWar started, a lot of hidden racism in Europe has surfaces. That’s the issue thay needs to be highlighted.","['disapproval', 'realization']"
381,"Tomorrow Davido becomes the first African to perform at a world cup finals❤️ baddest for a reason 😎
#30BG #WorldCup2022","['admiration', 'excitement', 'pride']"
382,"Finals live in #ug
Nanti #WorldCup2022 https://t.co/w9boEX2DsP","['approval', 'pride']"
383,"Who do you think will win the FIFA World cup 2022?
#FIFAWorldCup #WorldCup2022 #ArgentinaVsFrance","['confusion', 'curiosity']"
384,"Croatian legends! What a journey, what an effort! Well done team, we are so proud of you. 3rd place 🥉 👏🏽💪🏽🙌🏽🎉🇭🇷🔥 Sing and celebrate, you deserve it! 🍻#Croatia #Hrvatska #CROMAR #Worldcup #worldcup2022 #3rdPlace https://t.co/UIXSujQuME",['pride']
385,Earthbuddies in #France shouting out #ScoreForSoil in the lead up to #WorldCup2022 final!! @cpsavesoil A game played by all @FIFAWorldCup Let's keep the ball flying high for #SaveSoil @UNCCD @EmmanuelMacron https://t.co/MyQEHuDOUm,['excitement']
386,Yellow (Live in #BuenosAires #WorldCup2022 #VamosArgentina #Messi𓃵 #BuenosDiasATodos #BuenSábado https://t.co/FUlkbn4MrC https://t.co/ezarUNUZml,"['confusion', 'disapproval']"
387,So no stories about drunk fans letting their side down at  #WorldCup2022 but @BBCSport #garylinekar #alexscott @AlexScott won’t be telling us about that bit of news. Let’s go to #Euro2024 #Germany where I hear they still have parliament representing racist Nazi views. 🤔,"['approval', 'disapproval', 'relief']"
388,"National Day  for #QATAR   + #WorldCup2022 final This is absolutely impossible
#ArgentinaVsFrance 
#Qat https://t.co/AV0QeMaDM5",['disapproval']
389,"And we always support you France 💐
#WorldCup2022 #france https://t.co/ddlR8QNgb4","['approval', 'caring']"
390,"France going to the final with a 0-1 handicap, Argentina guaranteed penalty #WorldCup2022","['approval', 'excitement', 'joy', 'pride']"
391,"Where is Messi ? 
Messi at #WorldCup2022 final laaaaaaaaaaaaaaaaannnn",['curiosity']
392,"Fifa World Cup 2022 Qatar Update Third Place Play-off

#Croatia Vs #Morocco 
,
,
,
,
,
,
,
,
#fifa #WorldCup2022 #barakoutlet https://t.co/K0tkZC7wGx",['confusion']
393,"@DaveOCKOP Upamecano has been a liability through this #WorldCup2022 
If they to stand any chance of winning Konate has to start","['disappointment', 'disapproval']"
394,Nigerian Yorubas designed @KMbappe as a chief waiting to marry the @FIFAWorldCup final at @qatar 😂 Hope Mbappe gets to see this. Supporting and praying for you to make it two at 23yrs! @PSG_English #France #WorldCup2022 https://t.co/GsApF2cVfh,"['desire', 'excitement', 'optimism']"
395,"Fifa World Cup 2022 Qatar Update
2nd Semi-final
#France Vs #Morocco
,
,
,
,
,
,
,
,
#fifa #WorldCup2022 #barakoutlet https://t.co/I1JX0oAoSN","['confusion', 'realization']"
396,"Who are you rooting for??
World Cup Finale.
#WorldCup2022","['confusion', 'curiosity']"
397,@Levine1445 @SChornobroff @ChristianDB122 @Marissa_M27 @dashpederson @TWSN___ Les Bleus vs Albiceleste. Will it be the crowning affirmation of a 21st century dynasty? Or will it cement Messi’s GOAT status? 👆🏼👆🏼👆🏼 #FIFAWorldCupQatar2022 #ArgentinaVsFrance #Messi #WorldCup2022,"['confusion', 'curiosity']"
398,@marayu9 Arabic language was used to introduce all the participating teams in the tournament #WorldCup2022  🥰 https://t.co/EtEFRQUpuh,"['approval', 'confusion', 'realization']"
399,"Boyle World Cup Final
Argentina v France

Pick Offer +Bet £10 Get £20
1. Argentina Win BTTS &amp; Messi to score First @ 16/1
https://t.co/h3JmrCr55S

2. France Win BTTS &amp; Mbappe to score first @ 18/1
https://t.co/fUjhCMF6yc
.
18+T&amp;Cs GambleAwear
#WorldCup2022 #ARGFRA #ARG #FRA.9 https://t.co/vLQiraFkeo","['confusion', 'excitement', 'pride', 'surprise']"
400,"Which team are you rooting for to win tomorrow's #WorldCup2022 final, France or Argentina?

29 directors with films drafted on @ScreenDrafts were born in France (of those with identifiable birth information).

1 director born in Argentina, Gaspar Noé, has had a film drafted. https://t.co/bU1pLTE0WJ","['confusion', 'curiosity']"
401,"Fifa World Cup 2022 Qatar Update
1st Semi-final
#Argentina Vs #Croatia
,
,
,
,
,
,
,
,
#fifa #WorldCup2022 #barakoutlet https://t.co/uOGDQ3h56H",['confusion']
402,"Josko Gvardiol scored the first goal of the match!!
A diving header from a superbly crafted training ground free-kick routine
#WorldCup2022 #CroatiaVsMorroco #MorrocoVsCroatia https://t.co/WzJ0XMqcNn",['admiration']
403,"I can officially report that you cannot find a Messi jersey anywhere in Miami AND you cannot find 1 seat at an Argentinian restaurant anywhere in South Florida.

#ArgentinaVsFrance #WorldCup2022 #VamosArgentina #Messi𓃵 https://t.co/54vu2lesxD",['disapproval']
404,"WHO IS WINNING THE WORLD CUP? 🇫🇷🇦🇷

The results of this poll will define who I bet on! 🔮

#WorldCup2022 #WorldCupFinal","['confusion', 'curiosity']"
405,@LFrostWrites I’ve been debating this with a #WorldCup2022 https://t.co/7mtwRWzDIE,"['approval', 'realization']"
406,"Tomorrow Messi loses and we feast on Twitter, Pessi wins and you won’t find me for a month!

#CROMAR #WorldCup2022 #Messi #ArgentinaVsFrance #WorldCupFinal","['excitement', 'joy']"
407,"Croatia wins third place in the #FIFAWorldCup after defeating #Morocco 2-1. #MoroccovsCroatia #CROMAR #WorldCup2022 

https://t.co/g51EWq0x8Q","['embarrassment', 'excitement', 'pride', 'surprise']"
408,"@neymarjr this is Carson Joyce age 9, desperate for me to send you the picture he drew of you today! He says you are his hero!! He thinks you are amazing 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇧🇷#WorldCup2022 #hero #bestfootballer https://t.co/7tt3pwwyau","['admiration', 'excitement', 'joy']"
409,"Messi will lift the trophy tomorrow 🧏🏾‍♂️
#WorldCup2022 #Qatar2022 https://t.co/sHZaCmgafu","['desire', 'excitement', 'optimism', 'pride']"
410,"Really looking forward to the FIFA World Cup final tomorrow. Messi v Mbappe, Two world class No: 10’s. Promises to be an epic match. #QatarWorldCup #FIFAWorldCup #WorldCup2022","['admiration', 'excitement']"
411,When you mix wedding &amp; ⚽ 🇭🇷❤️ #vatreni #WorldCup2022 #Croatia https://t.co/yAuIWtZ5nV,"['approval', 'love']"
412,@nicoslobinsky ✅️ Start the first night with Argentina taking #WorldCup2022,"['excitement', 'pride']"
413,"Argentina🇦🇷 VS France🇫🇷
Two options here :
-Argentina lifts its world cup trophy and Messi becomes the G.O.A.T
 OR
-France gets it's 3rd world cup trophy as Mbappe would become one of the greatest at a young age

#WC2022 #WorldCup2022","['excitement', 'joy', 'pride']"
414,"The @TimepieceApes2 2022 World Cup Final is finally here 🏆

Get Your Predictions in and Earn yourself a nice amount of Tascoins
Some nice prizes up in the Store
Maybe our own @necowilliams01 could drop one in as well as he’s been there 🔥

#NFT #NFTs #WorldCup2022 #Qatar2022 https://t.co/IUe0L2Nmfn https://t.co/pjX5J3RySR","['excitement', 'joy', 'optimism']"
415,The last dance #WorldCup2022 🙏🏻🐐👑 #QatarWorldCup https://t.co/dCklxNPIQN,"['approval', 'excitement', 'pride']"
416,"Who’s ready for tomorrow world cup final!? 

Rooting for Argentina to win the world cup🇦🇷

Score prediction 3-2(🇦🇷)

Messi win the golden boot

#3L4L #3Landers #WorldCup2022 https://t.co/9TvGPDq3J6","['curiosity', 'excitement']"
417,"The #messi &amp; #ronaldo Rivalry. Experience #lm10 &amp; #cr7 “painted” with their stats and trophies. The picture  tells the story of their remarkable careers individually and in comparison.
#leomessi #cristianoronaldo #soccer #football #futbol #worldcup #worldcup2022 https://t.co/ZIUj9zxIjP",['admiration']
418,"We've made the history, thank you all for everything and for all the good memories. What a time to be alive. Proudly Moroccan 🇲🇦❤
#TeamMorocco #Qatar2022 #WorldCup2022 https://t.co/JalGlYRGr1",['gratitude']
419,"Argentina and France are set to square off tomorrow in what should be an epic #WorldCup2022 Final!

Who has the edge? @SChornobroff @ChristianDB122 @Marissa_M27 @dashpederson @TayyibAbu1 and myself break down the game and give our predictions!

@TWSN___ 

https://t.co/XbiRE6Hub9","['curiosity', 'excitement']"
420,"Moreirense
Benfica

Fh👉OVER👉0.5 ⚽️

200💰▶️ 1.40

GOOD LUCK  🍀🍀🍀🍀

#inplay #Easymoney #tipster #livebet #WorldCup2022  #bet #odds #score #football",['optimism']
421,"Messi Assist, Explained.
#WorldCup2022 https://t.co/hu2xt5xugp",['confusion']
422,"This guy is a true legend 💪

#LukaModric 
#WorldCup2022 https://t.co/0FekTFxuhc",['admiration']
423,"Check out this vlog about my trip from Dubai to Doha for the World Cup 2022! https://t.co/hlA0q9t7E1 Follow my journey as I experience the excitement and culture of this incredible event.  Stay tuned in for the final, I'll be there again! #WorldCup2022 #Dubai #Qatar #vlog","['excitement', 'joy']"
424,"The Moroccan national team 🇲🇦 has made us all proud. Congratulations to all the players, the manager, all the staff and also congratulations to all the Moroccans all around the world.
#dimamaghreb #WorldCup2022 #Morocco","['excitement', 'pride']"
425,"I’m sorry but if you can’t see that the World Cup is clearly rigged, you’re just not a smart person in general 🤷🏽‍♂️ #WorldCup2022 https://t.co/Ui7DbBJv9Z","['remorse', 'sadness']"
426,"It's officially the World Cup Finals day!
#Qatar2022 #WorldCup2022","['excitement', 'joy']"
427,"✅I have always supported you 
✅I Will always support you
✅Will continue to support you
✅🚫Loss or win
👍You are the best player I have ever seen👁️(my generation)
🧧Pure talent /may u lift the 🏆cup with happiness😁🎉 #meesi #WorldCup2022 https://t.co/d2pFad0UoK","['admiration', 'caring']"
428,So which team in the World Cup Final are Qatar going to bribe the officials to favor? #WorldCup2022 #France #ArgentinaVsFrance #Argentina,"['confusion', 'curiosity']"
429,Confirmed from bottom up...we will attest tomorrow the 'up'...@Ma3Route #ArgentinaVsFrance #WorldCup2022,"['approval', 'optimism']"
430,1 last match. 🏆The final. 🤩 #WorldCup2022,"['admiration', 'excitement', 'pride']"
431,"@KMbappe Evan Joyce... 
Wishing you all the luck from Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇨🇵 #goodluck #WorldCup2022 https://t.co/6MbTaa9Y4p","['caring', 'joy', 'optimism']"
432,"- Every Englishman, always: England can still win this !🤪🤩🏴󠁧󠁢󠁥󠁮󠁧󠁿

- Reality: No it can’t, actually.😑

#WorldCup2022 #ENGLAND https://t.co/JMlChoFJnE","['approval', 'disapproval', 'optimism']"
433,"Other African Countries: How were you able to make it this far?
Morocco: Them never see me coming. 
#WorldCup2022 
#Fifaworldcup","['confusion', 'curiosity']"
434,"15 Exact results
8 almost same results ended 

#WorldCup2022 https://t.co/0JZf9zvGaA",['realization']
435,"The #worldcup2022 ends tomorrow and the #guessgame also ends. 

Make your final prediction, you can still win!!!
#NFT #RACA #USM #Metaverse 
https://t.co/8qtDXXpmFp https://t.co/3FRp43tiDE","['approval', 'caring', 'optimism']"
436,Hold the nerves ! Let's go Argentina 🇦🇷  #WorldCup2022 #VamosArgentina,['excitement']
437,Ouch Giroud Ouch hopefully that won't cost me too much #Sorare #WorldCup2022,"['disgust', 'optimism']"
438,"The feeling #France ikichapa that fake goat kesho
#WorldCup2022 https://t.co/zJBgegv1CE",['confusion']
439,"https://t.co/7PPWjTNdoX
HAPPY WORLD CUP DAY #FRAARG #WorldCup2022 #FIFAWorldCup            Do check out my preview 🔥!!","['excitement', 'joy']"
440,a few days ago i (and everyone else at the market( overheard a little child excitedly explaining to his mother who lionel messi is in the like exact LOUD cadence lil kids talk about their interests to disinterested parents #WorldCup2022 https://t.co/15YCnAg8Km,"['excitement', 'joy']"
441,#Modric to continue playing till 2023 Nations League. #WorldCup2022,"['approval', 'pride']"
442,"Messi lifting the world cup will be cherry on the cake on my bday
#WorldCup2022 
#ArgentinaVsFrance","['excitement', 'joy']"
443,Audrey Wanda #世界杯 Victoria #WorldCup2022 Strawberry https://t.co/9dLDQLF7iT,['embarrassment']
444,"❌ Both teams came out attacking and conceded in the 1st 10 mins. Which was really surprising but it was a great game. 

#WorldCup2022 https://t.co/LZ9MJIdMaW","['admiration', 'surprise']"
445,"Morocco u made us proud👏🏼🇲🇦
#WorldCup2022 
#Morocco",['pride']
446,"This doesn't not bode well for #Argentina.
Especially with #Drake wearing a thrift store Napoli track jacket.😅
#ArgentinaVsFrance 
#WorldCup2022 https://t.co/BUdMKzpCV1",['disapproval']
447,"#ArgentinaVsFrance #Messi𓃵 #ArgentinaFinalista #WorldCup2022 #QatarWorldCup #LionelMessi 

Design of the 2022 world champion team. https://t.co/zxBwsaTtMv","['admiration', 'pride']"
448,"Much respect for this man. An outstanding performance during this WC 👏
#MARCRO #Croatia #Croatia_Morocco #WorldCup2022 #LukaModric #Modric #CroatiaVSMorocco https://t.co/1NVkeTpi02","['admiration', 'confusion', 'gratitude']"
449,"Morocco. The true underdog story of this tournament. The African-Arab dark horse. You united nations and dared to dream the impossible. We laughed, cried and dreamed with you. Thank you Atlas Lions. You have made us all proud. Always, Morocco❤️ @EnMaroc #DimaMaghrib #WorldCup2022","['gratitude', 'joy', 'pride']"
450,SZN3/EP9 of @JackYdk where @RTLPOD and I have a special guest. We talk #WorldCup2022 #AHS Girls Soccer #DapperDan and what it means to Cumberland. We also talk #GrantWahl and #mikeleach https://t.co/58WS1WszTR #YouDontKnowJack #Maryland #podcastandchill,['curiosity']
451,"#WorldCup2022 #QatarWorldCup #Qatar2022 
✅“Never in its history has #Russia made such stupid decisions,” General #Ivashov said. “Alas, today stupidity has triumphed — stupidity, greed, a kind of vengefulness and even a kind of malice.”","['anger', 'annoyance', 'disappointment', 'disapproval']"
452,Forever proud ♥️👑 #Dima_Maghreb  #WorldCup2022  #Morocco https://t.co/GvyuzDEshf,"['excitement', 'pride']"
453,"#Davido to perform at the #WorldCup2022  closing performance in #Qatar2022 
David Adedeji Adeleke, aka Davido, an American-Nigerian singer, has arrived in Qatar to perform at the #FIFAWorldCup   closing ceremony. 
https://t.co/scP3WYZ5mk","['excitement', 'joy', 'pride']"
454,Lets GO!! 3rd world cup countdown  #WorldCup2022 #WorldCup2022live #WorldCupFinal #Mbappe https://t.co/ABLvuZxnaX,['excitement']
455,"⚽️ @Puffverse &amp; #SNW is celebrating the #WorldCupFinal together!

No matter if you are supporting 🇦🇷 #Argentina or 🇫🇷 #France 

🎁 50 #USDT 
📍 https://t.co/qIyxguEoG8
⏳ Till the match end

#Giveaway #Web3 #Airdrop #free #WorldCup2022 #ArgentinaVsFrance #FIFA #prize #Rewards https://t.co/cKmOvLY8LM","['confusion', 'joy']"
456,Fuck soccer and fuck anyone that supports the #WorldCup2022,['anger']
457,M10 vs M10 #WorldCup2022 @brfootball @FIFAWorldCup https://t.co/mxfTdKr9K6,['confusion']
458,#WorldCup2022 if France looses to Agentina tomorrow tag me am posting my nudes here,"['approval', 'embarrassment']"
459,"Which storyline would you prefer for the next four years? 

#GamblingTwitter #WorldCup2022 #FIFAWorldCup #QatarWorldCup #Qatar2022 #ARG #FRA","['confusion', 'curiosity']"
460,"Appreciation post

#CROMAR 
#WorldCup2022 https://t.co/AMk3HvXvur","['admiration', 'gratitude', 'love']"
461,"Messi deserves holding the cup in his hands no doubt but by that I don’t mean Argentina. 🥲
I hope France takes it 🇫🇷 #WorldCup2022","['desire', 'optimism']"
462,#France for the #WorldCup2022 win… mostly because #mbappe &amp; I don’t want #messi to have one over @Cristiano #Ronaldo. #CR7 #CristianoRonaldo,['disapproval']
463,Legend Luka. Thank you for the memories. #modrić #hrvatska #croatia #lukamodric #lukamodrić #thegreatestcroatianfootballerofalltime #worldcup2022 @ Qatar https://t.co/fZH6SCV4NF,['gratitude']
464,"Argentina fans in Qatar are ready for the world cup final 🇦🇷🏆🇦🇷
#Qatar2022

#ARG #FRA #ARGFRA #ARGvsFRA #ARGvFRA #FRAARG #FRAvARG #FRAvsARG #WorldCup2022 #WorldCup #Messi https://t.co/mf2jYh1HDz","['approval', 'excitement', 'joy', 'pride']"
465,"⚽SKB WC2022⚽

32 Countries. 32 Captains. 32 WC2022 SOL Killer Bunnies.

Join https://t.co/8LPJwK1aXW

Airdropping to holders.

#ntfcommunity #solananfts #solana #nfts #nftcollectors #nftcollections #solkillerbunnies #worldcup2022 #solanacommunity https://t.co/Ji8QvcEmDz",['approval']
